

Meter Model Name,Meter SN,Meter IP Address,Meter MAC Address,Device Name,Device Local ID,Device Type ID,Device Type Name,Logging Interval,,Log File Status
PM5560,600097794,169.254.0.10,0:80:67:88:9D:30,PM55-#0600097794,1,13,PM5500,1,,0

,,,Topic ID1,Topic ID2,Topic ID3,Topic ID4,Topic ID5,Topic ID6,Topic ID7,Topic ID8,Topic ID9,Topic ID10,Topic ID11,Topic ID12,Topic ID13,Topic ID14
,,,64145,64149,1042,64160,64161,1050,1008,1034,64153,64157,1046,1014,1015,1017

Status,,Local Time Stamp,Active Energy Delivered (KWh),Active Energy Received (KWh),Active Power Total,Apparent Energy Delivered (KVAh),Apparent Energy Received (KVAh),Apparent Power Total,Current Average,Power Factor Total,Reactive Energy Delivered (KVARh),Reactive Energy Received (KVARh),Reactive Power Total,Voltage A-B,Voltage B-C,Voltage L-L
0,,2020-3-7 02:50,0,0,0,0,0,0,0,-4194304,0,0,0,1116924002,0,1111749096
0,,2020-3-7 02:51,0,0,0,0,0,0,0,-4194304,0,0,0,1116917304,0,1111740036
0,,2020-3-7 02:52,0,0,0,0,0,0,0,-4194304,0,0,0,1116920261,0,1111744096
0,,2020-3-7 02:53,0,0,0,0,0,0,0,-4194304,0,0,0,1116917012,0,1111739737
0,,2020-3-7 02:54,0,0,0,0,0,0,0,-4194304,0,0,0,1116913573,0,1111735075
0,,2020-3-7 02:55,0,0,0,0,0,0,0,-4194304,0,0,0,1116923423,0,1111748236
0,,2020-3-7 02:56,0,0,0,0,0,0,0,-4194304,0,0,0,1116918822,0,1111742003
0,,2020-3-7 02:57,0,0,0,0,0,0,0,-4194304,0,0,0,1116923716,0,1111748795
0,,2020-3-7 02:58,0,0,0,0,0,0,0,-4194304,0,0,0,1116932838,0,1111760901
0,,2020-3-7 02:59,0,0,0,0,0,0,0,-4194304,0,0,0,1116939627,0,1111769903
0,,2020-3-7 03:00,0,0,0,0,0,0,0,-4194304,0,0,0,1116934739,0,1111763491
0,,2020-3-7 03:01,0,0,0,0,0,0,0,-4194304,0,0,0,1116935484,0,1111764341
0,,2020-3-7 03:02,0,0,0,0,0,0,0,-4194304,0,0,0,1116929508,0,1111756417
0,,2020-3-7 03:03,0,0,0,0,0,0,0,-4194304,0,0,0,1116939315,0,1111769404
0,,2020-3-7 03:04,0,0,0,0,0,0,0,-4194304,0,0,0,1116927513,0,1111753664
0,,2020-3-7 03:05,0,0,0,0,0,0,0,-4194304,0,0,0,1116939621,0,1111770009
0,,2020-3-7 03:06,0,0,0,0,0,0,0,-4194304,0,0,0,1116930900,0,1111758085
0,,2020-3-7 03:07,0,0,0,0,0,0,0,-4194304,0,0,0,1116930424,0,1111757731
0,,2020-3-7 03:08,0,0,0,0,0,0,0,-4194304,0,0,0,1116925601,0,1111751269
0,,2020-3-7 03:09,0,0,0,0,0,0,0,-4194304,0,0,0,1116928170,0,1111754571
0,,2020-3-7 03:10,0,0,0,0,0,0,0,-4194304,0,0,0,1116923020,0,1111747735
0,,2020-3-7 03:11,0,0,0,0,0,0,0,-4194304,0,0,0,1116932885,0,1111760973
0,,2020-3-7 03:12,0,0,0,0,0,0,0,-4194304,0,0,0,1116933593,0,1111761813
0,,2020-3-7 03:13,0,0,0,0,0,0,0,-4194304,0,0,0,1116928307,0,1111754761
0,,2020-3-7 03:14,0,0,0,0,0,0,0,-4194304,0,0,0,1116938522,0,1111768383
0,,2020-3-7 03:15,0,0,0,0,0,0,0,-4194304,0,0,0,1116936899,0,1111766261
0,,2020-3-7 03:16,0,0,0,0,0,0,0,-4194304,0,0,0,1116943190,0,1111774693
0,,2020-3-7 03:17,0,0,0,0,0,0,0,-4194304,0,0,0,1116933356,0,1111761491
0,,2020-3-7 03:18,0,0,0,0,0,0,0,-4194304,0,0,0,1116945621,0,1111777731
0,,2020-3-7 03:19,0,0,0,0,0,0,0,-4194304,0,0,0,1116944673,0,1111776695
0,,2020-3-7 03:20,0,0,0,0,0,0,0,-4194304,0,0,0,1116946745,0,1111779421
0,,2020-3-7 03:21,0,0,0,0,0,0,0,-4194304,0,0,0,1116943679,0,1111775320
0,,2020-3-7 03:22,0,0,0,0,0,0,0,-4194304,0,0,0,1116931910,0,1111759496
0,,2020-3-7 03:23,0,0,0,0,0,0,0,-4194304,0,0,0,1116940799,0,1111771499
0,,2020-3-7 03:24,0,0,0,0,0,0,0,-4194304,0,0,0,1116928599,0,1111755173
0,,2020-3-7 03:25,0,0,0,0,0,0,0,-4194304,0,0,0,1116933782,0,1111762088
0,,2020-3-7 03:26,0,0,0,0,0,0,0,-4194304,0,0,0,1116931904,0,1111759499
0,,2020-3-7 03:27,0,0,0,0,0,0,0,-4194304,0,0,0,1116932545,0,1111760377
0,,2020-3-7 03:28,0,0,0,0,0,0,0,-4194304,0,0,0,1116941115,0,1111771797
0,,2020-3-7 03:29,0,0,0,0,0,0,0,-4194304,0,0,0,1116946219,0,1111778795
0,,2020-3-7 03:30,0,0,0,0,0,0,0,-4194304,0,0,0,1116949117,0,1111782472
0,,2020-3-7 03:31,0,0,0,0,0,0,0,-4194304,0,0,0,1116950558,0,1111784620
0,,2020-3-7 03:32,0,0,0,0,0,0,0,-4194304,0,0,0,1116947622,0,1111780579
0,,2020-3-7 03:33,0,0,0,0,0,0,0,-4194304,0,0,0,1116946023,0,1111778229
0,,2020-3-7 03:34,0,0,0,0,0,0,0,-4194304,0,0,0,1116950059,0,1111783649
0,,2020-3-7 03:35,0,0,0,0,0,0,0,-4194304,0,0,0,1116960690,0,1111797995
0,,2020-3-7 03:36,0,0,0,0,0,0,0,-4194304,0,0,0,1116959965,0,1111797068
0,,2020-3-7 03:37,0,0,0,0,0,0,0,-4194304,0,0,0,1116959384,0,1111796208
0,,2020-3-7 03:38,0,0,0,0,0,0,0,-4194304,0,0,0,1116955150,0,1111790536
0,,2020-3-7 03:39,0,0,0,0,0,0,0,-4194304,0,0,0,1116953733,0,1111788676
0,,2020-3-7 03:40,0,0,0,0,0,0,0,-4194304,0,0,0,1116953424,0,1111788111
0,,2020-3-7 03:41,0,0,0,0,0,0,0,-4194304,0,0,0,1116953300,0,1111788155
0,,2020-3-7 03:42,0,0,0,0,0,0,0,-4194304,0,0,0,1116945316,0,1111777504
0,,2020-3-7 03:43,0,0,0,0,0,0,0,-4194304,0,0,0,1116938964,0,1111769097
0,,2020-3-7 03:44,0,0,0,0,0,0,0,-4194304,0,0,0,1116945913,0,1111778308
0,,2020-3-7 03:45,0,0,0,0,0,0,0,-4194304,0,0,0,1116944894,0,1111776927
0,,2020-3-7 03:46,0,0,0,0,0,0,0,-4194304,0,0,0,1116931838,0,1111759477
0,,2020-3-7 03:47,0,0,0,0,0,0,0,-4194304,0,0,0,1116928500,0,1111755080
0,,2020-3-7 03:48,0,0,0,0,0,0,0,-4194304,0,0,0,1116943965,0,1111775688
0,,2020-3-7 03:49,0,0,0,0,0,0,0,-4194304,0,0,0,1116940498,0,1111770864
0,,2020-3-7 03:50,0,0,0,0,0,0,0,-4194304,0,0,0,1116948157,0,1111781307
0,,2020-3-7 03:51,0,0,0,0,0,0,0,-4194304,0,0,0,1116948112,0,1111781141
